,age,workclass,fnlwgt,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
48,49, Private,115784,11, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, <=50K
49,32, Self-emp-not-inc,170108,9, Separated, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
50,32, Private,129020,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
51,43, Private,336042,9, Separated, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
52,36, Private,193855,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
53,29, Private,142760,9, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, United-States, <=50K
54,44, Private,303521,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
55,44, Federal-gov,344060,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
56,45, Self-emp-not-inc,220978,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
57,26, Local-gov,386949,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,25, United-States, <=50K
58,29, Local-gov,280344,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
59,47, Private,162741,12, Married-civ-spouse, Prof-specialty, Wife, Black, Female,15024,0,40, United-States, >50K
60,54, Self-emp-not-inc,42924,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
61,34, Private,561334,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
62,34, Local-gov,213722,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,57, United-States, >50K
63,42, Private,201723,9, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
64,52, Private,202956,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
65,48, Local-gov,195949,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,42, United-States, >50K
66,76, Private,116202,9, Widowed, Other-service, Unmarried, White, Female,0,0,33, United-States, <=50K
67,26, Private,176729,13, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, >50K
68,22, Private,205970,6, Separated, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
69,42, Self-emp-not-inc,217826,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,25, Jamaica, <=50K
70,46, Self-emp-not-inc,103538,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,65, United-States, >50K
71,34, Private,171159,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
72,25, Private,315643,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30, United-States, <=50K
73,53, Private,247651,4, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,56, United-States, <=50K
74,45, Private,481987,14, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,18, United-States, >50K
75,27, Self-emp-not-inc,243569,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
76,45, Local-gov,160173,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,50, United-States, >50K
77,43, Local-gov,159449,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
78,21, Private,237051,10, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
79,19, Private,84747,9, Never-married, Sales, Own-child, White, Female,0,0,24, United-States, <=50K
80,26, Private,150361,10, Never-married, Tech-support, Own-child, White, Female,0,0,40, United-States, <=50K
81,37, Private,246677,9, Separated, Prof-specialty, Unmarried, White, Female,0,0,38, United-States, <=50K
82,37, Self-emp-not-inc,218249,7, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,30, United-States, <=50K
83,20, Private,170091,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,10, United-States, <=50K
84,46, Private,206889,13, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States, <=50K
85,28, Private,190836,9, Married-civ-spouse, Craft-repair, Husband, White, Male,3411,0,40, United-States, <=50K
86,33, Private,170651,9, Never-married, Other-service, Own-child, White, Female,1055,0,40, United-States, <=50K
87,41, Local-gov,235951,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
88,36, Private,162302,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
89,34, Self-emp-not-inc,49707,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, <=50K
90,50, Private,172511,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
91,27, Federal-gov,257124,13, Never-married, Transport-moving, Other-relative, White, Male,0,0,35, United-States, <=50K
92,17, Private,132680,6, Never-married, Other-service, Own-child, White, Female,0,1602,10, United-States, <=50K
93,62, Local-gov,33365,9, Widowed, Other-service, Not-in-family, White, Female,0,0,40, Canada, <=50K
94,43, Self-emp-not-inc,75435,9, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,30, United-States, <=50K
95,40, State-gov,140108,5, Separated, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K
96,21, Private,170302,9, Never-married, Farming-fishing, Other-relative, White, Male,0,0,50, United-States, <=50K
97,51, Private,302146,7, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
98,19, Private,125010,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,45, United-States, <=50K
99,33, Private,264936,9, Divorced, Adm-clerical, Other-relative, White, Female,0,0,40, United-States, <=50K
100,23, Private,35448,10, Never-married, Other-service, Unmarried, White, Female,0,0,25, United-States, <=50K
101,47, Private,161676,7, Never-married, Transport-moving, Not-in-family, Black, Male,0,0,40, United-States, <=50K
102,37, Private,80410,7, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
103,53, State-gov,105728,9, Married-civ-spouse, Other-service, Wife, Amer-Indian-Eskimo, Female,0,0,28, United-States, >50K
104,62, Private,170984,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
105,28, Private,339897,2, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,43, Mexico, <=50K
106,36, Private,274809,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,50, United-States, <=50K
107,40, Private,114580,9, Divorced, Craft-repair, Other-relative, White, Female,0,0,40, Vietnam, <=50K
108,45, Local-gov,191776,14, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
109,21, Private,115895,10, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
110,51, Self-emp-not-inc,256963,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
111,50, Private,237868,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
112,53, Self-emp-inc,96062,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,48, United-States, >50K
113,37, Self-emp-inc,175360,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
114,46, Private,428405,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
115,32, Private,159187,11, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
116,61, Self-emp-not-inc,268831,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,53, United-States, <=50K
117,22, Private,208946,10, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
118,37, Self-emp-inc,39089,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,3103,0,50, United-States, >50K
119,38, Private,203836,9, Married-civ-spouse, Sales, Husband, White, Male,3464,0,40, Columbia, <=50K
120,43, Private,143046,9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, Greece, <=50K
121,56, Self-emp-inc,32316,8, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
122,36, Self-emp-not-inc,340001,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
123,20, Private,171398,6, Never-married, Sales, Not-in-family, Other, Male,0,0,40, United-States, <=50K
124,60, Private,282923,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, United-States, >50K
125,35, Private,231180,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,60, United-States, <=50K
126,45, Private,128736,6, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
127,23, Private,241185,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
128,45, Private,186272,9, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,7298,0,40, United-States, >50K
129,53, Private,123011,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
130,21, Private,286853,9, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
131,40, Private,183404,10, Separated, Other-service, Unmarried, White, Female,0,0,8, United-States, <=50K
132,45, Self-emp-inc,271901,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,32, United-States, >50K
133,28, Private,56179,10, Never-married, Exec-managerial, Not-in-family, White, Male,2174,0,55, United-States, <=50K
134,34, Private,384150,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
135,46, Private,95636,10, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,45, United-States, <=50K
136,29, Private,180299,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,35, United-States, <=50K
137,29, Private,206250,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
138,36, Private,370767,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2377,60, United-States, <=50K
139,23, Private,62278,9, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
140,19, Private,146679,10, Never-married, Exec-managerial, Own-child, Black, Male,0,0,30, United-States, <=50K
141,30, Private,102821,10, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Mexico, <=50K
142,38, State-gov,104280,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States, >50K
143,55, Private,408537,5, Divorced, Craft-repair, Unmarried, White, Female,99999,0,37, United-States, >50K
144,37, Private,42044,9, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,35, United-States, <=50K
145,68, Self-emp-inc,140852,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
146,42, Private,344624,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1902,50, United-States, >50K
147,20, Local-gov,243178,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
148,39, Self-emp-inc,163237,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,65, United-States, <=50K
149,23, Private,33423,10, Never-married, Sales, Not-in-family, White, Female,0,0,30, United-States, <=50K
150,26, Private,212800,12, Never-married, Prof-specialty, Own-child, White, Female,0,0,36, United-States, <=50K
151,42, Private,156580,10, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,37, United-States, >50K
152,41, Local-gov,208174,14, Divorced, Prof-specialty, Unmarried, White, Female,0,0,55, United-States, <=50K
153,31, Private,110554,9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,4386,0,40, United-States, >50K
154,32, Private,118551,9, Divorced, Other-service, Unmarried, White, Female,0,0,80, United-States, <=50K
155,22, State-gov,186569,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,12, United-States, <=50K
156,53, Private,548361,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
157,22, Private,39615,10, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
158,37, Private,95855,9, Divorced, Protective-serv, Unmarried, White, Female,0,0,40, United-States, <=50K
159,28, Private,232782,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
160,42, Private,185764,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, <=50K
161,36, Private,232874,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
162,45, Self-emp-not-inc,91044,14, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,15, United-States, <=50K
163,63, Private,134699,9, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,25, United-States, <=50K
164,30, Private,125279,9, Married-spouse-absent, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
165,26, Private,303973,9, Never-married, Priv-house-serv, Other-relative, White, Female,0,1602,15, Mexico, <=50K
166,60, Private,132529,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
167,26, Private,120238,13, Never-married, Craft-repair, Not-in-family, White, Male,3325,0,40, United-States, <=50K
168,30, Private,121142,13, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, >50K
169,42, Private,193494,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
170,53, Local-gov,216691,16, Divorced, Prof-specialty, Not-in-family, White, Female,10520,0,40, United-States, >50K
171,36, Private,186415,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,65, United-States, <=50K
172,27, Private,198286,10, Never-married, Other-service, Not-in-family, White, Female,0,0,34, United-States, <=50K
173,17, Private,566049,6, Never-married, Other-service, Own-child, White, Male,0,0,8, United-States, <=50K
174,37, Private,280966,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K
175,30, Private,104052,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,1741,42, United-States, <=50K
176,24, Private,152176,10, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,39, United-States, <=50K
177,50, Private,24013,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,84, United-States, >50K
178,50, Self-emp-inc,160107,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States, >50K
179,19, Private,162954,8, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
180,45, Private,192835,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
181,23, Private,162945,9, Married-civ-spouse, Sales, Husband, White, Male,0,2377,40, United-States, <=50K
182,22, Private,174461,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, United-States, <=50K
183,24, Private,249351,9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, United-States, <=50K
184,39, Private,191524,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
185,21, Private,538319,10, Never-married, Other-service, Own-child, White, Female,0,0,40, Puerto-Rico, <=50K
186,28, Private,180299,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, United-States, <=50K
187,25, Private,195914,10, Never-married, Sales, Own-child, Black, Female,3418,0,30, United-States, <=50K
188,20, Private,203263,8, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
189,43, Private,293176,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
190,39, Private,219155,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,43, United-States, <=50K
191,47, Private,217161,9, Divorced, Other-service, Not-in-family, Black, Female,0,0,14, United-States, <=50K
192,53, Private,191565,2, Divorced, Other-service, Unmarried, Black, Female,0,0,40, Dominican-Republic, <=50K
193,30, Private,100734,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
194,37, Private,151764,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
195,66, Self-emp-inc,249043,13, Married-civ-spouse, Sales, Husband, White, Male,5556,0,26, United-States, >50K
196,40, Private,235371,11, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
197,23, Self-emp-inc,215395,11, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
198,28, Private,149734,9, Never-married, Other-service, Unmarried, Black, Female,0,0,52, United-States, <=50K
199,24, Private,281221,13, Never-married, Adm-clerical, Other-relative, Asian-Pac-Islander, Female,0,0,40, Taiwan, <=50K
200,28, Private,461929,4, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Mexico, <=50K
201,25, Private,295919,12, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
202,50, Federal-gov,172046,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
203,21, Private,236696,10, Never-married, Other-service, Not-in-family, White, Male,0,0,57, United-States, <=50K
204,32, Private,183916,9, Never-married, Other-service, Not-in-family, White, Female,0,0,34, United-States, <=50K
205,17, Private,140027,7, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
206,51, Private,96062,10, Married-civ-spouse, Sales, Husband, White, Male,0,1977,40, United-States, >50K
207,33, Private,176711,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
208,46, Private,465974,7, Never-married, Transport-moving, Own-child, White, Male,0,0,30, United-States, <=50K
209,49, Private,240859,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cuba, <=50K
210,28, Private,209801,5, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, United-States, <=50K
211,39, Private,177277,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, >50K
212,37, Private,143771,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
213,47, Self-emp-inc,101926,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,70, United-States, >50K
214,41, Self-emp-not-inc,143129,13, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
215,59, Private,175942,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, >50K
216,45, Federal-gov,380127,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
217,21, Private,147655,9, Never-married, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
218,34, Private,96483,12, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,8614,0,60, United-States, >50K
219,36, Private,169037,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
220,35, Private,283305,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
221,58, Private,94345,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
222,45, Private,144579,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
223,29, Private,160512,9, Separated, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
224,58, Private,349910,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,40, United-States, >50K
225,31, Private,159322,9, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,40, United-States, <=50K
226,39, Private,140854,9, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
227,38, Private,185330,10, Never-married, Craft-repair, Own-child, White, Female,0,0,25, United-States, <=50K
228,47, Self-emp-not-inc,39986,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
229,36, Private,423711,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
230,41, Local-gov,575442,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
231,29, Private,136077,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
232,36, Private,218542,10, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
233,46, Private,243743,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
234,23, Private,434894,9, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, <=50K
235,60, Private,130684,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55, United-States, <=50K
236,49, Private,107425,14, Never-married, Sales, Not-in-family, White, Female,0,0,35, United-States, <=50K
237,30, Private,126242,10, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
238,50, Private,273536,4, Married-civ-spouse, Sales, Husband, Other, Male,0,0,49, Dominican-Republic, <=50K
239,27, Private,69132,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
240,62, Self-emp-not-inc,192236,13, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
241,59, Private,32954,11, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,36, United-States, <=50K
242,29, Federal-gov,339002,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
243,23, Private,38238,13, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
244,40, Private,116632,9, Divorced, Sales, Not-in-family, White, Male,0,0,60, United-States, >50K
245,44, Private,109339,7, Divorced, Machine-op-inspct, Unmarried, Other, Female,0,0,46, Puerto-Rico, <=50K
246,19, Private,318002,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
247,32, Private,177675,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
248,64, Local-gov,158412,9, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
249,53, Local-gov,135102,9, Married-civ-spouse, Other-service, Husband, White, Male,0,2002,45, United-States, <=50K
250,43, Private,233130,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,25, United-States, <=50K
251,34, Private,116910,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
252,21, Private,314165,10, Never-married, Sales, Own-child, White, Male,0,0,40, Columbia, <=50K
253,35, Private,377798,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, >50K
254,40, Local-gov,99679,15, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, >50K
255,17, Private,218124,7, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
256,37, Private,234807,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,37, United-States, <=50K
257,30, Private,114691,13, Never-married, Adm-clerical, Other-relative, White, Male,0,0,40, United-States, <=50K
258,27, Private,150025,9, Never-married, Sales, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
259,50, Self-emp-not-inc,146603,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
